Age,Industry,JobTitle,AnnualSalary,AdditionalCompensation,State,City,YearsExperience,YearsInField,Education,Gender,Race,TotalCompensation,id
25-34,Education (Higher Education),Assistant Professor,70000,0.0,Georgia,Atlanta,5-7 years,1 year or less,PhD,Woman,Black or African American,70000.0,13.0
45-54,"Marketing, Advertising & PR",Marketing Director,110000,15000.0,Missouri,St. Louis,21 - 30 years,11 - 20 years,College degree,Woman,White,125000.0,29.0
25-34,Health care,Senior Analyst ,81200,9020.0,Massachusetts,Boston ,5-7 years,5-7 years,Master's degree,Woman,Asian or Asian American,90220.0,25.0
35-44,Computing or Tech,Sr. SDE,160000,182000.0,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Man,White,342000.0,53.0
35-44,Education (Primary/Secondary),Teacher,59000,0.0,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,Master's degree,Woman,White,59000.0,42.0
35-44,"Marketing, Advertising & PR","Director, Channel Marketing",145000,40000.0,New Jersey,Prefer not to answer ,11 - 20 years,8 - 10 years,Master's degree,Woman,White,185000.0,34.0
35-44,Engineering or Manufacturing,Marketing Manager,87000,10000.0,Missouri,Saint Louis,11 - 20 years,11 - 20 years,College degree,Woman,White,97000.0,29.0
35-44,Education (Primary/Secondary),Kindergarten Teacher,72000,0.0,Washington,Seattle,11 - 20 years,11 - 20 years,Master's degree,Woman,White,72000.0,53.0
35-44,Computing or Tech,"SVP, Software Engineering",230000,120000.0,New York,Greater New York Metro Area,11 - 20 years,11 - 20 years,Master's degree,Man,White,350000.0,36.0
25-34,"Accounting, Banking & Finance",Senior Associate ,124000,27000.0,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,White,151000.0,36.0
45-54,Law,Administrative Law Judge,107500,2000.0,Tennessee,Jackson,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,White,109500.0,47.0
35-44,Law,Associate Attorney,145000,6000.0,Tennessee,Memphis,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White,151000.0,47.0
25-34,Computing or Tech,Senior Software Engineer,180909,500.0,California,San Francisco,11 - 20 years,11 - 20 years,College degree,Non-binary,White,181409.0,6.0
55-64,Government and Public Administration,Secretary 1,68110,2000.0,Iowa,Ames,31 - 40 years,31 - 40 years,Some college,Woman,White,70110.0,19.0
25-34,Government and Public Administration,Housing Grant Consultant,69000,1000.0,Texas,Austin,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin",70000.0,48.0
25-34,Engineering or Manufacturing,Software Engineer,145,0.0,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White",145.0,6.0
25-34,Computing or Tech,Software Engineering Manager,185000,500.0,California,San Francisco,11 - 20 years,11 - 20 years,College degree,Non-binary,White,185500.0,6.0
35-44,Health care,Assistant Professor of Pediatrics,137700,25000.0,Pennsylvania,Philadelphia,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Non-binary,White,162700.0,42.0
25-34,Computing or Tech,Senior Corporate Counsel,151000,0.0,Massachusetts,Boston,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White,151000.0,25.0
35-44,"Accounting, Banking & Finance",Sr Inventory Accountant,82000,1500.0,California,Los Angeles,8 - 10 years,5-7 years,College degree,Other or prefer not to answer,Another option not listed here or prefer not to answer,83500.0,6.0
35-44,Education (Higher Education),Operations Manager,86000,12000.0,Minnesota,Minneapolis,11 - 20 years,5-7 years,High School,Man,White,98000.0,27.0
25-34,Nonprofits,Staff Accountant,43000,2000.0,California,San diego,8 - 10 years,5-7 years,Master's degree,Woman,White,45000.0,6.0
18-24,Computing or Tech,Web Developer,42000,0.0,Kansas,Wichita,2 - 4 years,2 - 4 years,College degree,Man,White,42000.0,20.0
35-44,Nonprofits,"Associate Director, Social Media",135000,0.0,New York,Yonkers,21 - 30 years,5-7 years,Master's degree,Woman,White,135000.0,36.0
25-34,"Accounting, Banking & Finance",Director,125000,20000.0,New York,New York,2 - 4 years,1 year or less,Master's degree,Woman,White,145000.0,36.0
25-34,Health care,IT Technician,70000,0.0,Massachusetts,Newton,11 - 20 years,8 - 10 years,College degree,Non-binary,White,70000.0,25.0
35-44,Law,Paralegal,80000,83750.0,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,White,163750.0,17.0
35-44,Computing or Tech,Account Operations Professional,56300,1000.0,Kentucky,Louisville,11 - 20 years,11 - 20 years,College degree,Woman,White,57300.0,21.0
18-24,Computing or Tech,Technical Account Manager,115000,35000.0,New York,Remote,1 year or less,1 year or less,College degree,Woman,White,150000.0,36.0
25-34,Government and Public Administration,Legislative correspondent,50000,0.0,District of Columbia,Washington D.C. ,5-7 years,2 - 4 years,College degree,Woman,White,50000.0,11.0
35-44,Nonprofits,Research Librarian,85000,0.0,District of Columbia,Washington DC,11 - 20 years,5-7 years,Master's degree,Woman,White,85000.0,11.0
45-54,Computing or Tech,Engineering manager,120000,0.0,Alabama,Birmingham,11 - 20 years,8 - 10 years,College degree,Man,White,120000.0,1.0
25-34,Computing or Tech,VP Strategy and Business Development,205000,25000.0,Washington,Remote,8 - 10 years,8 - 10 years,Master's degree,Man,White,230000.0,53.0
35-44,Computing or Tech,Global Program Senior Manager,228000,0.0,Georgia,Atlanta,11 - 20 years,8 - 10 years,College degree,Woman,White,228000.0,13.0
25-34,Nonprofits,Global People Operations Specialist,47736,0.0,District of Columbia,Washington,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin",47736.0,11.0
35-44,Health care,Nurse Practitioner,116000,4000.0,Alaska,Anchorage,11 - 20 years,8 - 10 years,Master's degree,Woman,White,120000.0,2.0
45-54,Computing or Tech,SDE,150000,40000.0,Washington,Seattle,21 - 30 years,21 - 30 years,College degree,Man,White,190000.0,53.0
35-44,"Accounting, Banking & Finance",HR Manager,88000,0.0,Colorado,Denver,11 - 20 years,5-7 years,College degree,Woman,White,88000.0,8.0
35-44,Government and Public Administration,Contract Specialist ,98827,0.0,Virginia,Alexandria ,11 - 20 years,11 - 20 years,College degree,Woman,White,98827.0,51.0
25-34,Nonprofits,SVP Advocacy & Policy,230000,0.0,Illinois,Chicago,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White,230000.0,17.0
35-44,Health care,Program Coordinator,67500,0.0,New York,New York,11 - 20 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin",67500.0,36.0
55-64,Government and Public Administration,HR Manager,104500,0.0,Washington,Longview ,21 - 30 years,11 - 20 years,College degree,Woman,White,104500.0,53.0
25-34,Computing or Tech,Technical Recruiting Manager,150000,250000.0,New York,New York,8 - 10 years,8 - 10 years,High School,Man,White,400000.0,36.0
25-34,Nonprofits,Communications & Marketing Manager,70000,5000.0,Massachusetts,Boston,5-7 years,5-7 years,College degree,Man,White,75000.0,25.0
25-34,Engineering or Manufacturing,Import coordinator and business analyst,60000,3000.0,Illinois,Bolingbrook,5-7 years,2 - 4 years,College degree,Woman,White,63000.0,17.0
55-64,Computing or Tech,Freelance Consutant,13500,0.0,Illinois,Chicago,31 - 40 years,31 - 40 years,Some college,Man,White,13500.0,17.0
25-34,Computing or Tech,Software Engineer,147000,0.0,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Non-binary,White,147000.0,6.0
45-54,Education (Higher Education),Systems Manager,102500,0.0,Wisconsin,Madison,21 - 30 years,21 - 30 years,College degree,Man,White,102500.0,55.0
25-34,Computing or Tech,Senior Software Engineer,152000,120000.0,Colorado,Denver,11 - 20 years,8 - 10 years,Some college,Man,White,272000.0,8.0
25-34,Computing or Tech,Technical project manager ,90000,0.0,Oregon,Portland,5-7 years,5-7 years,College degree,Man,"Asian or Asian American, White",90000.0,41.0
35-44,Computing or Tech,Staff Engineer,165000,30000.0,Arizona,Phoenix,11 - 20 years,11 - 20 years,College degree,Man,White,195000.0,4.0
25-34,Engineering or Manufacturing,Quality Engineer,80000,4000.0,New York,Ithaca,2 - 4 years,2 - 4 years,Master's degree,Woman,White,84000.0,36.0
35-44,Computing or Tech,Project Manager,220000,20000.0,Colorado,Denver,11 - 20 years,8 - 10 years,Master's degree,Woman,White,240000.0,8.0
25-34,Education (Higher Education),Administrative Assistant,36400,0.0,New York,Hudson Valley NY,5-7 years,2 - 4 years,College degree,Woman,White,36400.0,36.0
35-44,Government and Public Administration,Program Manager,78000,0.0,Texas,Austin,11 - 20 years,5-7 years,Master's degree,Woman,White,78000.0,48.0
25-34,Computing or Tech,Product Designer,105000,1000.0,New York,New York,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American,106000.0,36.0
35-44,Law,Program Counsel,107000,2000.0,District of Columbia,Washington,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White,109000.0,11.0
35-44,Computing or Tech,Software Engineer,198875,29831.0,Virginia,Falls Church,21 - 30 years,21 - 30 years,College degree,Non-binary,White,228706.0,51.0
25-34,Engineering or Manufacturing,HR Director ,116000,20000.0,South Carolina,Rock Hill,11 - 20 years,11 - 20 years,College degree,Woman,"Middle Eastern or Northern African, White",136000.0,45.0
35-44,Education (Higher Education),Librarian,67000,0.0,Nevada,This would help identify me,11 - 20 years,5-7 years,Master's degree,Woman,White,67000.0,32.0
25-34,"Accounting, Banking & Finance",Tax Senior Manager,122000,18000.0,Washington,Seattle,8 - 10 years,8 - 10 years,Master's degree,Woman,Asian or Asian American,140000.0,53.0
25-34,Engineering or Manufacturing,Quality Technician 2,50835,7000.0,California,Pomona,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American,57835.0,6.0
25-34,Computing or Tech,Software Engineer,187200,460000.0,New York,New York,8 - 10 years,8 - 10 years,College degree,Non-binary,Asian or Asian American,647200.0,36.0
45-54,Government and Public Administration,Events Coordinator,57500,0.0,Ohio,Cincinnati,21 - 30 years,21 - 30 years,Master's degree,Woman,White,57500.0,39.0
35-44,Computing or Tech,Principal Design Researcher,201000,90000.0,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White,291000.0,53.0
45-54,Government and Public Administration,Chief of Communications,108000,3000.0,Arizona,Phoenix,21 - 30 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin",111000.0,4.0
35-44,Law,Contracts Manager,110000,5000.0,Virginia,Alexandria,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Black or African American,115000.0,51.0
25-34,Engineering or Manufacturing,Software Engineer,165000,25000.0,Pennsylvania,Pittsburgh,2 - 4 years,2 - 4 years,Master's degree,Man,Middle Eastern or Northern African,190000.0,42.0
45-54,Computing or Tech,Sr.  Systems Engineer,138000,0.0,Maryland,Annapolis,21 - 30 years,11 - 20 years,Master's degree,Woman,White,138000.0,24.0
35-44,Computing or Tech,Senior Director of People Operations,160000,24000.0,Missouri,Kansas City,21 - 30 years,8 - 10 years,Master's degree,Man,White,184000.0,29.0
25-34,Government and Public Administration,Economic Development Planner,64000,0.0,Massachusetts,Boston,5-7 years,2 - 4 years,Master's degree,Woman,"Asian or Asian American, White",64000.0,25.0
35-44,Education (Higher Education),Employee Development Programs Manager,81000,0.0,Wisconsin,Madison,11 - 20 years,11 - 20 years,College degree,Woman,White,81000.0,55.0
35-44,Computing or Tech,Senior Software Developer,185000,0.0,Texas,Austin,11 - 20 years,11 - 20 years,High School,Man,"Hispanic, Latino, or Spanish origin",185000.0,48.0
25-34,Computing or Tech,Software Engineer,252000,34000.0,New York,NYC,2 - 4 years,2 - 4 years,College degree,Man,White,286000.0,36.0
45-54,Government and Public Administration,IT Architect,105000,12000.0,Utah,Salt Lake City,21 - 30 years,21 - 30 years,Master's degree,Man,White,117000.0,49.0
35-44,Education (Higher Education),Researcher,52000,0.0,Minnesota,St. Paul,5-7 years,5-7 years,PhD,Woman,White,52000.0,27.0
25-34,Health care,RN,60000,0.0,Pennsylvania,Philadelphia,8 - 10 years,1 year or less,College degree,Woman,White,60000.0,42.0
25-34,Government and Public Administration,Data Analyst,62000,0.0,New York,New York City,2 - 4 years,2 - 4 years,Master's degree,Woman,White,62000.0,36.0
35-44,Education (Primary/Secondary),Teacher,73858,0.0,New York,Newburgh,11 - 20 years,5-7 years,Master's degree,Woman,White,73858.0,36.0
35-44,Education (Higher Education),Library Assistant 3,48184,0.0,Illinois,Chicago,11 - 20 years,8 - 10 years,Master's degree,Woman,White,48184.0,17.0
25-34,Computing or Tech,Director of Engineering,250000,0.0,Washington,Seattle,5-7 years,5-7 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White",250000.0,53.0
35-44,Engineering or Manufacturing,Director,90000,0.0,Oregon,Prefer not to answer,11 - 20 years,11 - 20 years,Master's degree,Woman,White,90000.0,41.0
25-34,Nonprofits,operations director,63000,2400.0,California,Sacramento,8 - 10 years,5-7 years,College degree,Woman,White,65400.0,6.0
45-54,Education (Primary/Secondary),School Psychologist,89000,0.0,Virginia,"Richmond, VA",21 - 30 years,21 - 30 years,Master's degree,Woman,White,89000.0,51.0
45-54,Government and Public Administration,Director,80000,0.0,Pennsylvania,"Philadelphia, PA Suburbs",21 - 30 years,21 - 30 years,Master's degree,Woman,White,80000.0,42.0
35-44,Education (Primary/Secondary),Lead Elementary Computer Science Teacher/Mentor,60000,0.0,California,Santa Clara,11 - 20 years,11 - 20 years,Master's degree,Woman,White,60000.0,6.0
25-34,Computing or Tech,Senior Software Engineer,117000,0.0,Virginia,Charlottesville,8 - 10 years,5-7 years,Master's degree,Man,White,117000.0,51.0
25-34,Nonprofits,Client Development Manager,57000,0.0,California,Los Angeles,5-7 years,2 - 4 years,College degree,Woman,White,57000.0,6.0
35-44,Computing or Tech,Engineer,180000,0.0,California,Oakland,11 - 20 years,11 - 20 years,College degree,Man,White,180000.0,6.0
25-34,Engineering or Manufacturing,Software Engineer,150000,0.0,California,San Francisco,8 - 10 years,8 - 10 years,Master's degree,Man,White,150000.0,6.0
45-54,Computing or Tech,Lead Front End Engineer,162000,0.0,District of Columbia,"Washington, DC",21 - 30 years,21 - 30 years,Master's degree,Man,White,162000.0,11.0
45-54,Engineering or Manufacturing,Sr Sysrems Engineer,145000,15000.0,Colorado,Boulder,11 - 20 years,11 - 20 years,Master's degree,Man,White,160000.0,8.0
25-34,Nonprofits,Chief of Staff,106000,5000.0,New York,NYC,11 - 20 years,11 - 20 years,Master's degree,Woman,White,111000.0,36.0
25-34,"Marketing, Advertising & PR",Digital Marketing Manager,64000,1000.0,Michigan,Grand Rapids,2 - 4 years,2 - 4 years,College degree,Woman,White,65000.0,26.0
35-44,Computing or Tech,Web Engineer,83000,0.0,Missouri,St. Louis,11 - 20 years,5-7 years,College degree,Woman,White,83000.0,29.0
35-44,Government and Public Administration,Air Traffic Controller,175000,40000.0,California,Los Angeles,21 - 30 years,21 - 30 years,High School,Man,White,215000.0,6.0
55-64,Computing or Tech,Engineering Manager,201000,40000.0,Pennsylvania,Pittsburgh,31 - 40 years,31 - 40 years,College degree,Woman,White,241000.0,42.0
55-64,Health care,Employee Relations,78000,0.0,Alabama,"Birmingham, AL",21 - 30 years,31 - 40 years,Master's degree,Woman,White,78000.0,1.0
25-34,Health care,Research Project Manager,80000,0.0,Massachusetts,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman,White,80000.0,25.0
45-54,Engineering or Manufacturing,Computer architect,160000,20000.0,Massachusetts,Boxborough,21 - 30 years,21 - 30 years,College degree,Woman,White,180000.0,25.0
25-34,Nonprofits,Senior Research Associate ,63302,0.0,California,San Diego,8 - 10 years,5-7 years,Master's degree,Woman,White,63302.0,6.0
18-24,Computing or Tech,Accessibility Engineer,152000,30000.0,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Woman,White,182000.0,6.0
25-34,Nonprofits,"Senior associate, annual giving ",72800,0.0,District of Columbia,Washington,5-7 years,2 - 4 years,College degree,Woman,White,72800.0,11.0
25-34,Computing or Tech,Linguist III,137000,80000.0,California,Los Angeles,5-7 years,5-7 years,Master's degree,Woman,White,217000.0,6.0
25-34,Computing or Tech,ELearning Content Developer,50000,0.0,California,Escondido ,8 - 10 years,5-7 years,Master's degree,Woman,White,50000.0,6.0
25-34,Nonprofits,Communications Coordinator,52000,0.0,District of Columbia,Washington DC,2 - 4 years,2 - 4 years,College degree,Woman,White,52000.0,11.0
45-54,Engineering or Manufacturing,Technical Writer,57600,600.0,Washington,Woodinville,11 - 20 years,11 - 20 years,College degree,Man,White,58200.0,53.0
25-34,Nonprofits,Library Assistant,29000,0.0,Connecticut,New Haven metropolitan area,11 - 20 years,11 - 20 years,Master's degree,Woman,White,29000.0,9.0
25-34,"Accounting, Banking & Finance",Communications Manager,68600,300.0,Colorado,Denver,8 - 10 years,8 - 10 years,College degree,Woman,White,68900.0,8.0
25-34,Engineering or Manufacturing,Software Engineer,108000,1000.0,California,San Diego,2 - 4 years,2 - 4 years,College degree,Man,"Asian or Asian American, White",109000.0,6.0
25-34,Education (Higher Education),Associate Director of Development,70000,4000.0,Arizona,Tempe,11 - 20 years,11 - 20 years,Master's degree,Woman,White,74000.0,4.0
35-44,Computing or Tech,Etl developer ,93000,0.0,Kansas,Lenexa,5-7 years,5-7 years,College degree,Man,White,93000.0,20.0
